publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	full_coverage	collection	discipline	catalog_identifier_oclc	catalog_identifier_lccn
Strategic Organization	1476-1270	1741-315X	2003-02-01	1	1	2012-11-01	10	4	http://www.jstor.org/journal/straorga		straorga	P4Y	fulltext		Sage Publications, Ltd.	serial								P	2003-02-01 - 2012-11-01	Business IV Collection ; Business & Economics Collection	Business ; Business & Economics ; Management & Organizational Behavior	55042456	2004-699103
Studi Classici e Orientali	0081-6124	1724-1820	1951-01-01	1		2014-01-01	60		http://www.jstor.org/journal/studclassorie		studclassorie	P2Y	fulltext		Pisa University Press S.R.L.	serial								P	1951-01-01 - 2014-01-01	Arts & Sciences XIII Collection	Classical Studies ; History ; History ; Humanities	60627761	
Studi della Scuola Papirologica	0394-123X		1915-01-01	1		1920-01-01	3		http://www.jstor.org/journal/studscuopapi		studscuopapi		fulltext		Vita e Pensiero – Pubblicazioni dell’Università Cattolica del Sacro Cuore	serial						aegy		P	1915-01-01 - 1920-01-01	Arts & Sciences IX Collection	Archaeology ; Social Sciences	669316255	2012235036
Studi di Sociologia	0039-291X		1963-01-01	1	1	2010-07-01	48	3/4	http://www.jstor.org/journal/studisociologia		studisociologia	P6Y	fulltext		Vita e Pensiero – Pubblicazioni dell’Università Cattolica del Sacro Cuore	serial								P	1963-01-01 - 2010-07-01	Arts & Sciences X Collection	Social Sciences ; Sociology	85448329	2012-235033
Studi Kantiani	1123-4938	1724-1812	1988-01-01		1	2010-01-01		23	http://www.jstor.org/journal/studikantiani		studikantiani	P6Y	fulltext		Accademia Editoriale	serial								P	1988-01-01 - 2010-01-01	Arts & Sciences XIII Collection	Humanities ; Philosophy	60618615	
Studi Novecenteschi	0303-4615	1724-1804	1972-03-01	1	1	2010-07-01	37	80	http://www.jstor.org/journal/studnove		studnove	P6Y	fulltext		Accademia Editoriale	serial								P	1972-03-01 - 2010-07-01	Arts & Sciences XIII Collection	Humanities ; Language & Literature	612329098	
Studi Storici	0039-3037		1959-10-01	1	1	2010-10-01	51	4	http://www.jstor.org/journal/studistorici		studistorici	P6Y	fulltext		Fondazione Istituto Gramsci	serial								P	1959-10-01 - 2010-10-01	Arts & Sciences VIII Collection	History ; History	301377512	2010-234962
Studia Hibernica	0081-6477		1961-01-01		1	2011-01-01		37	http://www.jstor.org/journal/studhibe		studhibe		fulltext	Coverage presently ends: 2011. JSTOR will resume a moving wall of 5 years in 2017.	Liverpool University Press	serial								P	1961-01-01 - 2011-01-01	Ireland Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature ; Linguistics ; Social Sciences	438325255	2009-235678
Studia Islamica	0585-5292		1953-01-01		1	2012-01-01	107	2	http://www.jstor.org/journal/studiaislamica		studiaislamica	P4Y	fulltext		Maisonneuve & Larose	serial								P	1953-01-01 - 2012-01-01	Arts & Sciences III Collection ; Religion & Theology Collection	Humanities ; Religion	62483184	2005-237370
Studia Leibnitiana	0039-3185		1969-01-01	1	1	2014-01-01	46	2	http://www.jstor.org/journal/studialeib		studialeib	P2Y	fulltext		Franz Steiner Verlag	serial								P	1969-01-01 - 2014-01-01	Arts & Sciences VIII Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Philosophy	607201184	2011-234574
Studia Logica: An International Journal for Symbolic Logic	0039-3215	1572-8730	1953-01-01	1		2012-12-01	100	6	http://www.jstor.org/journal/studlogi		studlogi	P4Y	fulltext		Springer	serial								P	1953-01-01 - 2012-12-01	Arts & Sciences VII Collection ; Mathematics & Statistics Legacy Collection ; Mathematics & Statistics Collection	Humanities ; Mathematics ; Philosophy ; Science & Mathematics	38267285	2004233318
Studia Musicologica	1788-6244	1789-2422	2007-03-01	48	1/2	2010-09-01	51	3/4	http://www.jstor.org/journal/studmusi2		studmusi2	P6Y	fulltext		Akadémiai Kiadó	serial							studmusi	P	2007-03-01 - 2010-09-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	321045539	2012-263209
Studia Musicologica Academiae Scientiarum Hungaricae	0039-3266	1588-2888	1961-01-01	1	1/2	2006-09-01	47	3/4	http://www.jstor.org/journal/studmusi		studmusi		fulltext		Akadémiai Kiadó	serial						studmusi2		P	1961-01-01 - 2006-09-01	Music Legacy Collection ; Arts & Sciences III Collection ; Music Collection	Arts ; Music	53165899	2004-235627
Studia Rosenthaliana	0039-3347		1967-01-01	1	1	2010-01-01	42/43		http://www.jstor.org/journal/studrose		studrose	P6Y	fulltext		Peeters Publishers	serial								P	1967-01-01 - 2010-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Humanities ; Jewish Studies ; Religion	85445931	
Studien zur Altägyptischen Kultur	0340-2215		1974-01-01	1		2010-01-01	39		http://www.jstor.org/journal/studaltakult		studaltakult	P6Y	fulltext		Helmut Buske Verlag GmbH	serial								P	1974-01-01 - 2010-01-01	Arts & Sciences V Collection	Classical Studies ; History ; History ; Humanities	230762585	2009-235456
Studien zur Musikwissenschaft	0930-9578		1913-01-01		1	2010-01-01	56		http://www.jstor.org/journal/studmusik		studmusik	P6Y	fulltext		Gesellschaft zur Herausgabe von Denkmalern der Tonkunst in Osterriech	serial								P	1913-01-01 - 2010-01-01	Music Collection ; Arts & Sciences VIII Collection	Arts ; Music	634705903	
Studies: An Irish Quarterly Review	0039-3495		1912-03-01	1	1	2014-12-01	103	412	http://www.jstor.org/journal/studiesirishrev		studiesirishrev	P2Y	fulltext		Irish Province of the Society of Jesus	serial								P	1912-03-01 - 2014-12-01	Ireland Collection	Humanities ; Religion	316074100	2009-235454
Studies in American Humor	0095-280X	2333-9934	1974-04-01	1	1	2013-01-01		28	http://www.jstor.org/journal/studamerhumor		studamerhumor	P3Y	fulltext		Penn State University Press	serial							amerhumor	P	1974-04-01 - 2013-01-01	Language & Literature Discipline Package ; Arts & Sciences XIII Collection ; Pennsylvania State University Press Package	American Studies ; Area Studies ; History ; History ; Humanities ; Language & Literature	70889127	2014-200023
Studies in American Indian Literatures	0730-3238	1548-9590	1980-01-01	4	1	2010-12-01	22	4	http://www.jstor.org/journal/studamerindilite		studamerindilite	P6Y	fulltext		University of Nebraska Press	serial							newsasail	P	1980-01-01 - 2010-12-01	Arts & Sciences VIII Collection ; Area Studies Discipline Package ; University of Nebraska Press Package	American Indian Studies ; American Studies ; Area Studies ; Humanities ; Language & Literature	54533161	2004-214188
Studies in American Jewish Literature (1975-1979)	0148-7663		1975-04-01	1	1	1979-12-01	5	2	http://www.jstor.org/journal/studamjewlit1975		studamjewlit1975		fulltext		Penn State University Press	serial						studamerjewilite		P	1975-04-01 - 1979-12-01	Language & Literature Discipline Package ; Pennsylvania State University Press Package ; Jewish Studies ; Arts & Sciences XI Collection	Area Studies ; Humanities ; Jewish Studies ; Language & Literature	77079101	2012-235276
Studies in American Jewish Literature (1981-)	0271-9274	1948-5077	1981-01-01		1	2012-10-01	31	2	http://www.jstor.org/journal/studamerjewilite		studamerjewilite	P4Y	fulltext		Penn State University Press	serial							studamjewlit1975	P	1981-01-01 - 2012-10-01	Language & Literature Discipline Package ; Pennsylvania State University Press Package ; Jewish Studies ; Arts & Sciences XI Collection	Area Studies ; Humanities ; Jewish Studies ; Language & Literature	298783050	2009-202682
Studies in American Naturalism	1931-2555	1944-6519	2006-07-01	1	1/2	2010-12-01	5	2	http://www.jstor.org/journal/studamernatu		studamernatu	P6Y	fulltext		University of Nebraska Press	serial								P	2006-07-01 - 2010-12-01	Arts & Sciences XIII Collection	Humanities ; Language & Literature	86222266	2008216369
Studies in Art Education	0039-3541		1959-10-01	1	1	2010-10-01	52	1	http://www.jstor.org/journal/studarteduc		studarteduc	P6Y	fulltext		National Art Education Association	serial								P	1959-10-01 - 2010-10-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection	Art & Art History ; Arts ; Education ; Social Sciences	48808430	2005-236609
Studies in Bibliography	0081-7600		1949-02-01	2		2007-01-01	58		http://www.jstor.org/journal/studbibl		studbibl	P8Y	fulltext		Bibliographical Society of the University of Virginia	serial							papebiblsociuniv	P	1949-02-01 - 2007-01-01	Arts & Sciences VIII Collection	Bibliography ; Humanities	56884825	2004-216043
Studies in Bibliography and Booklore	0039-3568		1953-06-01	1	1	2001-01-01	21		http://www.jstor.org/journal/studbibliobook		studbibliobook	P4Y	fulltext		Hebrew Union College - Jewish Institute of Religion	serial								P	1953-06-01 - 2001-01-01	Jewish Studies ; Arts & Sciences XV Collection	Area Studies ; Jewish Studies	559651747	2013-221255
Studies in Conservation	0039-3630		1952-10-01	1	1	2010-01-01	55	4	http://www.jstor.org/journal/studcons		studcons		fulltext	Coverage presently ends: 2010. JSTOR will resume a moving wall of 7 years in 2018.	Maney Publishing	serial								P	1952-10-01 - 2010-01-01	Arts & Sciences III Collection ; Corporate & For-Profit Access Initiative Collection	Art & Art History ; Arts	61496590	2005-237232
Studies in East European Thought	0925-9392	1573-0948	1993-06-01	45	1/2	2012-11-01	64	3/4	http://www.jstor.org/journal/studeasteurothou		studeasteurothou	P4Y	fulltext		Springer	serial							studsovithou	P	1993-06-01 - 2012-11-01	Arts & Sciences V Collection	Humanities ; Philosophy	41978849	2004-233317
Studies in Education / עיונים בחינוך	0793-4637		1973-04-01		1	2013-11-01		7/8	http://www.jstor.org/journal/studieseducation		studieseducation	P3Y	fulltext		University of Haifa / אוניברסיטת חיפה	serial								P	1973-04-01 - 2013-11-01	Hebrew Journals Collection	Education ; Social Sciences	568031965	
Studies in English	2158-7957		1911-04-08		1	1948-06-01	27	1	http://www.jstor.org/journal/studengl		studengl		fulltext		University of Texas Press	serial						univtexastudengl		P	1911-04-08 - 1948-06-01	Arts & Sciences VIII Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	609483790	2011-235390
Studies in English Literature, 1500-1900	0039-3657	1522-9270	1961-01-01	1	1	2010-10-01	50	4	http://www.jstor.org/journal/studengllite1500		studengllite1500	P6Y	fulltext		Rice University	serial								P	1961-01-01 - 2010-10-01	Arts & Sciences III Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	50709683	2002-227138
Studies in Family Planning	0039-3665	1728-4465	1963-07-01	1	1	2013-12-01	44	4	http://www.jstor.org/journal/studfamiplan		studfamiplan	P3Y	fulltext		Population Council	serial								P	1963-07-01 - 2013-12-01	Arts & Sciences I Collection ; Corporate & For-Profit Access Initiative Collection	Population Studies ; Social Sciences	36116437	sn97-23029
Studies in Iconography	0148-1029		1993-01-01	15		2012-01-01	33		http://www.jstor.org/journal/studicon		studicon	P4Y	fulltext		Board of Trustees of Western Michigan University through its Medieval Institute Publications	serial								P	1993-01-01 - 2012-01-01	Arts & Sciences XIII Collection	Art & Art History ; Arts	679709532	
Studies in Philology	0039-3738		1906-01-01	1		2012-07-01	109	4	http://www.jstor.org/journal/studphil		studphil	P4Y	fulltext		University of North Carolina Press	serial								P	1906-01-01 - 2012-07-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	51288004	2002215651
Studies in Popular Culture	0888-5753		1977-01-01	1	1	2014-10-01	37	1	http://www.jstor.org/journal/studpopucult		studpopucult	P2Y	fulltext		Popular Culture Association in the South	serial								P	1977-01-01 - 2014-10-01	Music Collection ; Arts & Sciences XI Collection	Arts ; Feminist & Women's Studies ; Film Studies ; Humanities ; Language & Literature ; Music ; Social Sciences ; Sociology	232114045	2009-247559
Studies in Pre-Columbian Art and Archaeology	0585-7023		1966-01-01		1	2009-01-01		36	http://www.jstor.org/journal/stuprecolartarc		stuprecolartarc	P1Y	fulltext		Dumbarton Oaks, Trustees for Harvard University	serial								P	1966-01-01 - 2009-01-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Archaeology ; Social Sciences	795668152	2013-221137
Studies in Romanticism	0039-3762		1961-10-01	1	1	2012-12-01	51	4	http://www.jstor.org/journal/studroma		studroma	P4Y	fulltext		Boston University	serial								P	1961-10-01 - 2012-12-01	Arts & Sciences VIII Collection	Humanities ; Language & Literature	50573849	2009-250649
Studies in Slavic and General Linguistics	0169-0124		1980-01-01	1		2009-01-01	36		http://www.jstor.org/journal/stuslavgenling		stuslavgenling	P6Y	fulltext		Brill	serial								P	1980-01-01 - 2009-01-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Linguistics ; Social Sciences	60616783	2013-221136
Studies in Soviet Thought	0039-3797		1961-01-01	1		1992-11-01	44	3	http://www.jstor.org/journal/studsovithou		studsovithou		fulltext		Springer	serial						studeasteurothou		P	1961-01-01 - 1992-11-01	Arts & Sciences V Collection	Humanities ; Philosophy	270730455	2009-235203
Studies in the American Renaissance	0149-015X		1977-01-01			1996-01-01			http://www.jstor.org/journal/studamerrena		studamerrena		fulltext	Publication of this title ceased in 1996.	Joel Myerson	serial								P	1977-01-01 - 1996-01-01	Arts & Sciences VIII Collection	American Studies ; Area Studies ; Humanities ; Language & Literature	297269385	2010-234706
Studies in the Decorative Arts	1069-8825		1993-10-01	1	1	2009-09-01	17	1	http://www.jstor.org/journal/studdecoarts		studdecoarts		fulltext		The University of Chicago Press	serial						west86th		P	1993-10-01 - 2009-09-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Art & Art History ; Arts	60625249	2010235377
Studies in the History of Art	0091-7338		1971-01-01	4		2009-01-01	75		http://www.jstor.org/journal/studhistart		studhistart	P6Y	fulltext		National Gallery of Art	serial							repstuhisart	P	1971-01-01 - 2009-01-01	Arts & Sciences XIII Collection	Art & Art History ; Arts	649595715	
Studies in the Novel	0039-3827		1969-04-01	1	1	2015-04-01	47	1	http://www.jstor.org/journal/studiesnovel		studiesnovel		fulltext	Coverage presently ends: Vol. 47, No. 1 (2015). JSTOR will resume a moving wall of 5 years in 2021.	The Johns Hopkins University Press	serial								P	1969-04-01 - 2015-04-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences XI Collection	Humanities ; Language & Literature	60637278	2007216124
Studies in the Renaissance	0081-8658		1954-01-01	1		1974-01-01	21		http://www.jstor.org/journal/studrena		studrena		fulltext		The University of Chicago Press	serial						renaquar	renaissancenews	P	1954-01-01 - 1974-01-01	Arts & Sciences I Collection ; Language & Literature Collection ; Corporate & For-Profit Access Initiative Collection	Art & Art History ; Arts ; History ; History ; Humanities ; Language & Literature	37032191	sn97-23036
STWP Review	2376-0761	2378-7686	1960-07-01	7	3	1966-10-01	13	4	http://www.jstor.org/journal/stwpreview		stwpreview		fulltext		Society for Technical Communication	serial						techcomm		P	1960-07-01 - 1966-10-01	Arts & Sciences XIV Collection	Communication Studies ; Humanities ; Language & Literature ; Social Sciences	907682463	2015202445
Style	0039-4238	2374-6629	1967-01-01	1	1	2012-09-01	46	3-4	http://www.jstor.org/journal/style		style	P4Y	fulltext		Penn State University Press	serial								P	1967-01-01 - 2012-09-01	Language & Literature Discipline Package ; Pennsylvania State University Press Package ; Arts & Sciences XIV Collection	Humanities ; Language & Literature	60637260	2014203188
SubStance	0049-2426	1527-2095	1971-03-01	1		2010-01-01	39	3	http://www.jstor.org/journal/substance		substance	P6Y	fulltext		University of Wisconsin Press	serial								P	1971-03-01 - 2010-01-01	Arts & Sciences VII Collection ; Corporate & For-Profit Access Initiative Collection	Humanities ; Language & Literature	42391373	sn 99-4678
Sudan Notes and Records	0375-2984		1918-01-01	1	1	1974-01-01	55		http://www.jstor.org/journal/sudanotereco		sudanotereco		fulltext	Publication of this title ceased in 1999.	University of Khartoum	serial								P	1918-01-01 - 1974-01-01	Arts & Sciences XII Collection	African Studies ; Area Studies	567700867	
Sudanic Africa	0803-0685	0806-7120	1990-01-01	1		2005-01-01	16		http://www.jstor.org/journal/sudanicafrica		sudanicafrica		fulltext	Coverage presently ends: 2014.  JSTOR will resume a moving wall of 5 years in 2020.	Brill	serial						islamicafrica		P	1990-01-01 - 2005-01-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences IX Collection	African Studies ; Area Studies	48660064	2011-235765
Süddeutsche Juristen-Zeitung	0340-692X		1946-04-01	1	1	1950-12-01	5	12	http://www.jstor.org/journal/suddjurizeit		suddjurizeit		fulltext		Mohr Siebeck GmbH & Co. KG	serial						juristenzeitung	deutrechzeit	P	1946-04-01 - 1950-12-01	Arts & Sciences X Collection	Law ; Law	355163811	2013-235045
Sudhoffs Archiv	0039-4564		1966-01-01	50	1	2014-01-01	98	2	http://www.jstor.org/journal/sudharch		sudharch	P2Y	fulltext		Franz Steiner Verlag	serial							sudarcgesmednat	P	1966-01-01 - 2014-01-01	Arts & Sciences X Collection ; Corporate & For-Profit Access Initiative Collection	History ; History of Science & Technology	609800229	2011-234678
Sudhoffs Archiv für Geschichte der Medizin	2191-3889		1929-01-01	21	1/4	1933-11-25	26	4	http://www.jstor.org/journal/sudarcgesmed		sudarcgesmed		fulltext		Franz Steiner Verlag	serial						sudarcgesmednat	archgescmedi	P	1929-01-01 - 1933-11-25	Arts & Sciences X Collection ; Corporate & For-Profit Access Initiative Collection	History ; History of Science & Technology	746585633	2011-234680
Sudhoffs Archiv für Geschichte der Medizin und der Naturwissenschaften	0365-2610		1934-08-15	27	1/2	1965-12-01	49	4	http://www.jstor.org/journal/sudarcgesmednat		sudarcgesmednat		fulltext		Franz Steiner Verlag	serial						sudharch	sudarcgesmed	P	1934-08-15 - 1965-12-01	Arts & Sciences X Collection ; Corporate & For-Profit Access Initiative Collection	History ; History of Science & Technology	746585662	2011-234679
Sung Studies Newsletter	0049-254X	2333-9942	1970-05-01		1	1977-01-01		13	http://www.jstor.org/journal/sungstudnews		sungstudnews		fulltext		Society for Song, Yuan, and Conquest Dynasty Studies	serial						bullsungyuanstud		P	1970-05-01 - 1977-01-01	Asia Collection ; Arts & Sciences XII Collection	Area Studies ; Asian Studies ; History ; History	558896528	
Supplement to the Geographical Journal: Recent Geographical Literature, Maps, and Photographs Added to the Society's Collections	0952-2336	2051-1884	1918-06-01	1	1	1935-08-01	5	49/50	http://www.jstor.org/journal/suppgeogj		suppgeogj		fulltext	Publication of this title ceased in 1980.	Wiley	serial						recegeoglitemaps		P	1918-06-01 - 1935-08-01	Arts & Sciences II Collection ; Corporate & For-Profit Access Initiative Collection	Geography ; Social Sciences	760080801	
Supplement to the Journal of the Royal Statistical Society	1466-6162		1934-01-01	1	1	1947-01-01	9	2	http://www.jstor.org/journal/suppjroyastatsoc		suppjroyastatsoc		fulltext		Wiley	serial						jroyastatsocise2		P	1934-01-01 - 1947-01-01	Mathematics & Statistics Legacy Collection ; Mathematics & Statistics Collection ; Arts & Sciences I Collection ; Corporate & For-Profit Access Initiative Collection	Science & Mathematics ; Statistics	42017081	sn99-23418
Supplementary Papers of the American School of Classical Studies in Rome	1940-0969		1905-01-01	1		1908-01-01	2		http://www.jstor.org/journal/supppapeamerscho		supppapeamerscho		fulltext		University of Michigan Press	serial						memoameracadrome		P	1905-01-01 - 1908-01-01	Arts & Sciences V Collection	Architecture & Architectural History ; Art & Art History ; Arts ; Classical Studies ; Humanities	263448419	2008-234552
Supreme Court Economic Review	0736-9921	2156-6208	1982-01-01	1		2012-01-01	20	1	http://www.jstor.org/journal/suprcoureconrevi		suprcoureconrevi	P4Y	fulltext		The University of Chicago Press	serial								P	1982-01-01 - 2012-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Business & Economics Collection ; Business II Collection ; Corporate & For-Profit Access Initiative Collection	Business ; Business & Economics ; Economics ; Law ; Law	52141910	2004-235664
The Supreme Court Review	0081-9557	2158-2459	1960-01-01	1960		2012-01-01	2011	1	http://www.jstor.org/journal/suprcourrevi		suprcourrevi	P4Y	fulltext		The University of Chicago Press	serial								P	1960-01-01 - 2012-01-01	For-Profit Academic Arts & Sciences IV Collection ; Arts & Sciences IV Collection ; Corporate & For-Profit Access Initiative Collection	Law ; Law ; Political Science ; Social Sciences	42821732	2004-235687
Surveys and Reviews in Gerontology / סקרים וסקירות בגרונטולוגיה	0793-4912	2311-8393	1995-10-01		96	1997-10-01		104	http://www.jstor.org/journal/survrevigero		survrevigero		fulltext		Israel Gerontological Society / האגודה הישראלית לגרונטולוגיה	serial						gerogeri	gerontology	P	1995-10-01 - 1997-10-01	Hebrew Journals Collection	Health Sciences ; Medicine & Allied Health ; Social Sciences ; Social Work	884586068	
The Swedish Journal of Economics	0039-7318		1965-03-01	67	1	1975-12-01	77	4	http://www.jstor.org/journal/swedjecon		swedjecon		fulltext		Wiley	serial						scanjecon	ekontids	P	1965-03-01 - 1975-12-01	Arts & Sciences VII Collection ; Business & Economics Collection ; Business II Collection	Business ; Business & Economics ; Economics	60628827	2006-234629
Symbolic Interaction	0195-6086	1533-8665	1977-11-01	1	1	2011-10-01	34	4	http://www.jstor.org/journal/symbinte		symbinte	P4Y	fulltext		Wiley	serial								P	1977-11-01 - 2011-10-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences IX Collection	Social Sciences ; Sociology	45955315	2001214636
symplokē	1069-0697	1534-0627	1993-01-01	1	1	2010-01-01	18	1-2	http://www.jstor.org/journal/symploke		symploke	P6Y	fulltext		University of Nebraska Press	serial								P	1993-01-01 - 2010-01-01	Language & Literature Discipline Package ; Arts & Sciences VIII Collection ; University of Nebraska Press Package	Humanities ; Language & Literature	45631806	2001-213600
Synthese	0039-7857	1573-0964	1936-01-01	1	1	2012-12-01	189	3	http://www.jstor.org/journal/synthese		synthese	P4Y	fulltext		Springer	serial								P	1936-01-01 - 2012-12-01	Arts & Sciences V Collection	Humanities ; Philosophy	41978942	2004-233322
Synthesis	0193-869X	2473-5019	1976-07-01	1	1	1979-10-01	3	1	http://www.jstor.org/journal/synthesis		synthesis		fulltext		Social Justice/Global Options	serial						crimsocijust	issueincrim	P	1976-07-01 - 1979-10-01	Corporate & For-Profit Access Initiative Collection ; Arts & Sciences IX Collection	Political Science ; Social Sciences	654292488	2016202788
Syria	0039-7946		1920-01-01	1	1	2010-01-01	87		http://www.jstor.org/journal/syria		syria	P6Y	fulltext		Institut Francais du Proche-Orient	serial								P	1920-01-01 - 2010-01-01	Arts & Sciences V Collection	Archaeology ; Area Studies ; Art & Art History ; Arts ; Middle East Studies ; Social Sciences	261344575	2008-234571
Systematic Biology	1063-5157	1076-836X	1992-03-01	41	1	2012-12-01	61	6	http://www.jstor.org/journal/systbiol		systbiol	P4Y	fulltext		Oxford University Press	serial							systzool	P	1992-03-01 - 2012-12-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany I Collection	Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics	45447003	00-227423
Systematic Botany	0363-6445	1548-2324	1976-04-01	1	1	2010-10-01	35	4	http://www.jstor.org/journal/systematicbotany		systematicbotany	P6Y	fulltext		American Society of Plant Taxonomists	serial								P	1976-04-01 - 2010-10-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany I Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	45446808	00-227434
Systematic Botany Monographs	0737-8211		1980-10-01	1		2010-02-22	90		http://www.jstor.org/journal/systbotamono		systbotamono	P6Y	fulltext		American Society of Plant Taxonomists	serial								P	1980-10-01 - 2010-02-22	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	299098994	2009-235072
Systematic Zoology	0039-7989		1952-04-01	1	1	1991-12-01	40	4	http://www.jstor.org/journal/systzool		systzool		fulltext		Taylor & Francis, Ltd.	serial						systbiol		P	1952-04-01 - 1991-12-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany I Collection	Biological Sciences ; Ecology & Evolutionary Biology ; Science & Mathematics	45446992	00-227422
Systematics and Geography of Plants	1374-7886		1999-04-02	68	1/2	2009-01-01	79	2	http://www.jstor.org/journal/systgeogplan		systgeogplan		fulltext			serial						planecolevol	belgjbota	P	1999-04-02 - 2009-01-01	Biological Sciences Collection ; Life Sciences Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	83554942	2007-235406
Taiwanese Journal of Mathematics	1027-5487	2224-6851	1997-03-01	1	1	2014-12-01	18	6	http://www.jstor.org/journal/taiwjmath		taiwjmath	P2Y	fulltext		Mathematical Society of the Republic of China	serial							chinjmath	P	1997-03-01 - 2014-12-01	Mathematics & Statistics Collection ; Arts & Sciences XV Collection	Mathematics ; Science & Mathematics		
Tarbiẕ / תרביץ	0334-3650		1929-10-01	א'	א'	2014-04-01	פב	ג	http://www.jstor.org/journal/tarbiz		tarbiz	P2Y	fulltext		Mandel Institute for Jewish Studies / המכון למדעי היהדות ע"ש מנדל	serial								P	1929-10-01 - 2014-04-01	Hebrew Journals Collection ; Jewish Studies	Area Studies ; Humanities ; Jewish Studies ; Religion	429188726	
Társadalom és gazdaság Közép- és Kelet-Európában / Society and Economy in Central and Eastern Europe	1218-9383		1995-01-01	17	1	2001-01-01	23	3/4	http://www.jstor.org/journal/socecoceneeur		socecoceneeur		fulltext		Akadémiai Kiadó	serial						sociecon	aula	P	1995-01-01 - 2001-01-01	Business & Economics Collection ; Arts & Sciences IX Collection ; Business III Collection	Business ; Business & Economics ; Economics ; Public Policy & Administration ; Social Sciences ; Sociology	818681949	
Tav+: Music, Arts, Society / תו+: מוסיקה, אמנויות, חברה	2312-492X	2410-7107	2003-01-01		1	2010-07-01		14	http://www.jstor.org/journal/tavmusiartssoci		tavmusiartssoci		fulltext		Dr. Bat-Sheva Shapira	serial								P	2003-01-01 - 2010-07-01	Hebrew Journals Collection	Arts ; Music ; Performing Arts	743142169	
The Tax Lawyer	0040-005X		1967-10-01	21	1	2012-10-01	66	1	http://www.jstor.org/journal/taxlawyer		taxlawyer	P4Y	fulltext		American Bar Association	serial						statlocataxlawy		P	1967-10-01 - 2012-10-01	Arts & Sciences XII Collection	Law ; Law	55759183	2007-266141
Tax Policy and the Economy	0892-8649	1537-2650	1987-01-01	1		2012-06-01	26	1	http://www.jstor.org/journal/taxpolicyeconomy		taxpolicyeconomy	P4Y	fulltext		The University of Chicago Press	serial								P	1987-01-01 - 2012-06-01	Arts & Sciences VI Collection ; Business & Economics Collection ; Business II Collection ; Corporate & For-Profit Access Initiative Collection	Business ; Business & Economics ; Economics	48079591	2001-211322
Taxon	0040-0262		1951-09-01	1	1	2012-12-01	61	6	http://www.jstor.org/journal/taxon		taxon	P4Y	fulltext		International Association for Plant Taxonomy (IAPT)	serial								P	1951-09-01 - 2012-12-01	Biological Sciences Collection ; Life Sciences Collection ; Corporate & For-Profit Access Initiative Collection ; Ecology & Botany II Collection	Biological Sciences ; Botany & Plant Sciences ; Science & Mathematics	50168044	2005-236980
TDR (1967-1968)	0273-4354		1967-10-01	12	1	1968-01-01	12	2	http://www.jstor.org/journal/tdr19671968		tdr19671968		fulltext		The MIT Press	serial						dramareviewtdr	tuladramrevi	P	1967-10-01 - 1968-01-01	Arts & Sciences III Collection	Arts ; Performing Arts	55615388	2004-236871
TDR (1988-)	1054-2043	1531-4715	1988-04-01	32	1	2010-12-01	54	4	http://www.jstor.org/journal/tdr1988		tdr1988	P6Y	fulltext		The MIT Press	serial							dramareviewtdr	P	1988-04-01 - 2010-12-01	Arts & Sciences III Collection	Arts ; Performing Arts	50670623	2002-233101
